Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,12.33,8.55,10.21,11.99,11.19,8.55,11.13,https://www.facebook.com/events/2855876438029747/permalink/2860691557548235,
Amit Sheffer,<40,2010SHEF01,12.88,12.30,12.94,17.47,21.43,12.30,14.43,https://www.facebook.com/593312407/videos/10158035219592408,
Chris Hardwick,<40,2003HARD01,14.14,12.69,15.98,15.88,14.68,12.69,14.90,https://www.facebook.com/events/2855876438029747/permalink/2859796960971028,
Ed Connell,<40,2018CONN04,16.19,13.97,15.07,19.75,16.23,13.97,15.83,https://www.facebook.com/events/2855876438029747/permalink/2862401984043859,
Fumiki Koseki,40+,2005KOSE01,18.52,17.14,18.49,16.26,17.91,16.26,17.85,https://www.facebook.com/events/2855876438029747/permalink/2863140157303375,
Newton Nguyen,<10,2019NGUY30,19.85,17.49,20.69,17.03,18.81,17.03,18.72,https://www.facebook.com/events/2855876438029747/permalink/2860923674191690,
Pete Lee,<40,2018LEEP04,21.18,19.57,21.56,15.70,22.09,15.70,20.77,https://www.facebook.com/events/2855876438029747/permalink/2861716984112359,
Aaron Cumes,40+,2018CUME02,16.36,18.12,27.65,25.06,21.36,16.36,21.51,https://www.facebook.com/events/2855876438029747/permalink/2857223914561666,
Wojciech Poljanowski,50+,2010POLJ01,22.44,21.88,21.90,22.04,22.66,21.88,22.13,https://www.facebook.com/events/2855876438029747/permalink/2862232744060783,
Huy Nguyen,40+,2019NGUY29,24.15,24.11,29.34,29.18,20.13,20.13,25.81,https://www.facebook.com/events/2855876438029747/permalink/2860923674191690,
Daniel Smith,50+,2018SMIT42,26.49,22.34,26.14,28.31,24.88,22.34,25.83,https://www.facebook.com/events/2855876438029747/permalink/2861983924085665,
Michael George,40+,2015GEOR02,26.47,26.64,28.89,26.31,28.96,26.31,27.33,https://www.facebook.com/michael.george.545/videos/10214460489706368,"I've not been practicing anything for about a month but I've been doing some Roux solves for fun.  This Ao5 was pretty consistent and possibly my first Roux solves on camera, all 26 to 28 second solves with a mean of 27.45.  I'm not planning to switch method completely as it would be way too much effort to match to my CFOP times with a new method.  Maybe I'll work towards sub-20 with the Roux method..."
Joffie Berkowitz,50+,2016BERK01,34.70,25.09,28.69,29.06,31.21,25.09,29.65,https://www.facebook.com/joffie.berkowitz/videos/10164292344010128,
Lisa Kucala,50+,2019KUCA01,38.96,37.41,32.14,28.15,27.66,27.66,32.57,https://www.facebook.com/events/2855876438029747/permalink/2863093243974733,
