Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,5.81,5.36,6.19,5.64,6.27,5.36,5.88,https://www.facebook.com/events/2812216602434889/permalink/2817957211860828,
Ed Connell,<40,2018CONN04,4.71,7.02,7.41,6.94,7.98,4.71,7.12,https://www.facebook.com/events/2812216602434889/permalink/2818368958486320,Still learning CLL - lots of pauses to recog and recall
Anthony Rochester,40+,2019ROCH03,7.74,7.91,6.55,6.17,DNF,6.17,7.40,https://www.facebook.com/events/2812216602434889/permalink/2813449918978224,
Aaron Cumes,40+,2018CUME02,8.26,9.56,8.99,8.21,7.85,7.85,8.48,https://www.facebook.com/events/335350317875490/permalink/335744251169430,
Timothy Babb,<30,2015BABB01,7.10,8.31,12.51,16.43,4.87,4.87,9.31,https://www.facebook.com/tbabb/videos/10164455013455553,
Daniel Smith,50+,2018SMIT42,10.44,27.86,9.64,10.54,10.58,9.64,10.52,https://www.facebook.com/events/2812216602434889/permalink/2817941285195754,
Joshua Riegel,<30,2019RIEG02,8.32,20.78,9.44,13.55,11.96,8.32,11.65,https://www.facebook.com/events/2812216602434889/permalink/2818605225129360,
John Neo Stanley,50+,,12.60,13.37,10.20,16.84,11.22,10.20,12.40,https://www.facebook.com/events/2812216602434889/permalink/2817358018587414,Good luck! I'm gonna need it! :D
Jan Adams-Fielding,40+,,14.21,18.56,14.72,14.22,3.34,3.34,14.38,https://www.facebook.com/events/2812216602434889/permalink/2818691701787379,New comp PB single
Marcel Balzer,40+,,14.88,25.13,30.05,14.25,25.53,14.25,21.85,https://www.facebook.com/marcel.balzer.9216/videos/10160364952482516,
