Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Andy Nicholls,40+,2015NICH04,1:03.23,1:04.58,58.73,59.40,54.66,54.66,1:00.45,https://www.facebook.com/events/3081159145282455/permalink/3099228516808851,
Michael George,40+,2015GEOR02,57.40,58.37,1:01.88,1:01.14,1:05.17,57.40,1:00.46,https://www.facebook.com/michael.george.545/videos/10214013584454016,Lack of any 4x4x4 practice is showing in my times!
Rob Peters,40+,2016PETE06,1:05.16,1:19.27,1:11.79,59.09,53.64,53.64,1:05.35,https://www.facebook.com/667027593/videos/10158578065232594,
Pete Lee,<40,2018LEEP04,1:02.97,1:16.48,1:03.60,1:12.20,1:08.32,1:02.97,1:08.04,https://www.facebook.com/events/3081159145282455/permalink/3097231517008551,
Geoff Hartnell,40+,2017HART06,1:08.39,1:19.94,1:00.83,1:09.61,1:14.93,1:00.83,1:10.98,https://www.facebook.com/events/3081159145282455/permalink/3093521394046230,
Ed Connell,<40,2018CONN04,1:06.06,58.94,1:14.78,1:13.56,1:17.93,58.94,1:11.47,https://www.facebook.com/events/3081159145282455/permalink/3093755244022845,
Aaron Cumes,40+,2018CUME02,1:16.61,1:25.81,1:25.40,1:13.48,1:21.93,1:13.48,1:21.32,https://www.facebook.com/events/3081159145282455/permalink/3084541454944224,
Daniel Smith,50+,2018SMIT42,1:26.49,1:29.91,1:27.68,1:19.21,1:21.96,1:19.21,1:25.37,https://www.facebook.com/events/3081159145282455/permalink/3097459720319064,
Jan Adams-Fielding,40+,,1:55.04,1:47.24,2:12.47,DNS,DNS,1:47.24,1:58.25,https://www.facebook.com/events/3081159145282455/permalink/3100662376665465,
Matthew Hart,<40,2019HART11,2:00.16,2:18.71,2:05.00,DNS,DNS,2:00.16,2:07.96,https://www.facebook.com/events/1842039515939197/permalink/1845087875634361,CORRECTION. I didn't know about the Mo3
Chris Thames,<40,2019THAM05,2:25.87,2:17.91,2:10.44,DNS,DNS,2:10.44,2:18.07,https://www.facebook.com/events/3081159145282455/permalink/3094895613908808,
