Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.24,11.48,10.74,9.55,9.15,9.15,10.51,https://www.facebook.com/events/345405150546336/permalink/354913776262140,
Shawn Boucké,<40,2016BOUC01,13.83,14.75,16.53,12.25,12.84,12.25,13.81,https://www.facebook.com/events/345405150546336/permalink/347196153700569,
Chris Hardwick,<40,2003HARD01,12.98,16.16,13.62,15.34,11.10,11.10,13.98,https://www.facebook.com/events/345405150546336/permalink/354936499593201,First Stackmat solves in some time.
Enrymar Cisneros,<40,2013CISN01,12.43,15.90,14.55,13.85,14.24,12.43,14.21,https://www.facebook.com/events/345405150546336/permalink/354913659595485,
Go-ho Choi,40+,2007GOHO01,15.38,19.01,13.44,16.34,11.88,11.88,15.05,https://www.facebook.com/events/345405150546336/permalink/354544392965745,
Ed Connell,<40,2018CONN04,14.72,21.40,14.75,17.23,14.11,14.11,15.57,https://www.facebook.com/events/345405150546336/permalink/349863053433879,
Geoff Hartnell,40+,2017HART06,17.96,19.57,31.94,16.48,14.63,14.63,18.00,https://www.facebook.com/events/345405150546336/permalink/353905763029608,
Pete Lee,<40,2018LEEP04,17.46,21.83,22.24,19.90,17.63,17.46,19.79,https://www.facebook.com/events/345405150546336/permalink/354055966347921,
JM Tambaoan,40+,,19.93,24.30,19.21,21.59,24.64,19.21,21.94,https://www.facebook.com/events/345405150546336/permalink/354072949679556,
Huy Nguyen,40+,2019NGUY29,21.82,20.60,32.95,24.32,21.80,20.60,22.65,https://www.facebook.com/events/345405150546336/permalink/354777012942483,
Toby Chamberlain,40+,,23.97,26.07,21.11,21.75,22.32,21.11,22.68,https://www.facebook.com/520891933/videos/4394228373932279,
Rodney Gardner,50+,2019GARD02,22.93,24.22,24.73,21.34,19.40,19.40,22.83,https://www.facebook.com/events/345405150546336/permalink/354127936340724,
Lisa Kucala,50+,2019KUCA01,25.87,23.97,30.68,32.39,25.05,23.97,27.20,https://www.facebook.com/events/345405150546336/permalink/350787200008131,
Daniel Smith,50+,2018SMIT42,29.11,26.33,25.70,30.57,29.75,25.70,28.40,https://www.facebook.com/events/345405150546336/permalink/354823506271167,
Mickey Doyle,40+,,39.96,36.08,40.18,32.85,27.86,27.86,36.30,https://www.facebook.com/events/345405150546336/permalink/354254536328064,
