Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.31,10.56,10.58,10.69,10.37,10.37,10.61,https://www.facebook.com/events/2542204919406396/permalink/2551157228511165,
Enrymar Cisneros,<40,2013CISN01,13.07,14.58,14.00,13.52,13.88,13.07,13.80,https://www.facebook.com/events/2542204919406396/permalink/2548276285465926,
Ed Connell,<40,2018CONN04,16.79,14.82,14.92,15.36,16.33,14.82,15.54,https://www.facebook.com/events/2542204919406396/permalink/2546705805622974,
Raimon Schaap,<40,,15.46,16.84,16.97,16.65,15.45,15.45,16.32,https://www.facebook.com/100004275762046/videos/1938699932949180,
Geoff Hartnell,40+,2017HART06,16.17,19.53,18.83,15.84,16.35,15.84,17.12,https://www.facebook.com/events/2542204919406396/permalink/2545523082407913,
Daniel Houghton,40+,2016HOUG03,15.39,15.53,20.48,20.57,15.48,15.39,17.16,https://www.facebook.com/events/195346665532379/permalink/204323141301398,
Christoph Woittequand,40+,2005WOIT01,19.59,22.65,15.62,16.42,15.71,15.62,17.24,https://www.facebook.com/798047139/videos/10159333151322140,
Pete Lee,<40,2018LEEP04,18.18,14.96,DNF,17.37,16.80,14.96,17.45,https://www.facebook.com/events/2542204919406396/permalink/2550474638579424,
JM Tambaoan,40+,,15.56,15.24,24.89,19.94,20.61,15.24,18.70,https://www.facebook.com/events/2542204919406396/permalink/2547750758851812,
Huy Nguyen,40+,2019NGUY29,19.66,18.76,19.99,22.59,19.21,18.76,19.62,https://www.facebook.com/events/2542204919406396/permalink/2551453365148218,
Anthony Rochester,40+,2019ROCH03,21.03,22.25,19.23,17.95,24.95,17.95,20.84,https://www.facebook.com/events/2542204919406396/permalink/2543644395929115,
Yi-Wei Chen,40+,2020CHEN34,25.58,21.88,18.79,23.46,18.80,18.79,21.38,https://www.facebook.com/events/2542204919406396/permalink/2545754419051446,
Toby Chamberlain,40+,,24.66,36.17,25.80,15.97,20.66,15.97,23.71,https://www.facebook.com/520891933/videos/10159638022286934,
Daniel Smith,50+,2018SMIT42,22.57,22.99,25.71,23.80,24.97,22.57,23.92,https://www.facebook.com/events/2542204919406396/permalink/2551425038484384,
Lisa Kucala,50+,2019KUCA01,27.78,23.61,26.16,28.46,32.22,23.61,27.47,https://www.facebook.com/events/2542204919406396/permalink/2549451865348368,
Chris Thames,<40,2019THAM05,28.88,31.66,35.77,29.83,33.87,28.88,31.79,https://www.facebook.com/events/2542204919406396/permalink/2550576678569220,
Jae Park,50+,2015PARK24,26.75,31.15,33.80,38.65,33.94,26.75,32.96,https://www.facebook.com/events/2542204919406396/permalink/2549506278676260,
Mickey Doyle,40+,,31.44,35.77,42.58,44.15,41.14,31.44,39.83,https://www.facebook.com/events/2542204919406396/permalink/2550640875229467,
