Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,14.12,18.64,14.72,14.36,12.87,12.87,14.40,https://www.facebook.com/events/735191414262810/permalink/743726480075970,
Toby Chamberlain,40+,2022CHAM03,16.77,17.24,16.93,43.14,19.02,16.77,17.73,https://www.facebook.com/520891933/videos/5089007474541942,
Rodney Gardner,50+,2019GARD02,20.93,26.07,20.24,18.72,19.61,18.72,20.26,https://www.facebook.com/events/735191414262810/permalink/741729743608977,
Ed Connell,<40,2018CONN04,28.15,23.23,19.50,18.71,17.55,17.55,20.48,https://www.facebook.com/events/735191414262810/permalink/738730220575596,
Anthony Rochester,40+,2019ROCH03,25.89,21.17,17.63,24.15,24.75,17.63,23.36,https://www.facebook.com/events/735191414262810/permalink/738997147215570,
Dan Smith,50+,2018SMIT42,28.01,27.42,25.65,25.29,28.61,25.29,27.03,https://www.facebook.com/events/735191414262810/permalink/742305443551407,
Lisa Kucala,50+,2019KUCA01,25.16,31.75,27.33,27.64,26.62,25.16,27.20,https://www.facebook.com/events/735191414262810/permalink/742390433542908,
Chris Looney,<40,2022LOON02,22.87,34.21,23.83,30.66,27.45,22.87,27.31,https://www.facebook.com/chris.looney/videos/1202987520283776,"First day doing blue cross! Not too bad, having fun :)"
Mark Cordell,40+,2022CORD03,DNF,23.90,37.48,23.34,25.26,23.34,28.88,https://www.facebook.com/events/735191414262810/permalink/743809810067637,
Chris Thames,<40,2019THAM05,26.74,28.80,29.83,29.17,29.45,26.74,29.14,https://www.facebook.com/events/735191414262810/permalink/742937153488236,
Mickey Doyle,40+,2021DOYL02,32.56,27.74,33.27,32.09,29.13,27.74,31.26,https://www.facebook.com/events/735191414262810/permalink/743572776758007,
Jo Cocco,40+,2022COCC01,36.97,36.13,30.84,34.37,32.51,30.84,34.33,https://www.facebook.com/JoCocco/videos/740377283893038,(One used as extra scramble as timer didn’t work when I touched the screen to start. Then forgot to do the 5th solve so recorded in separate video).
Jalmari Raippalinna,40+,,43.37,44.33,44.41,58.45,48.00,43.37,45.58,https://www.facebook.com/777503024/videos/581173637075091,First online comp! Misscrabled 4th twice (second time on wrong color scheme) so did E1 afterwards instead. Nerves surprised me!
